ID,Store Number,Store Name,Address,City,State,Zip Code,Route Number,Driver,Region,Territory,Sub-Territory,Latitude,Longitude,Last Sale,Last Visited,Dormant
CASH0503,CASH0503,Ocean Waves,2 Dorchester St,Ocean City,MD,21842,206,Route 206 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.340152568574055,-75.08013987995825,2025-07-09,,Yes
CASH0538,CASH0538,Country Farm,104 Gordy Rd,Salisbury,MD,21804,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.35681771432346,-75.58491111260567,,,Yes
CASH0539,CASH0539,T's Market,400 N. Salisbury Blvd,Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.35238852496177,-75.61536619499721,,,Yes
CASH0540,CASH0540,Uncle Willies BP Seaford,701 W Stein Hwy,Seaford,DE,19973,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.6413,-75.611,,,Yes
CASH0542,CASH0542,B&J Market,31795 Mt Hermon Rd,Salisbury,MD,21804,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.3804335450365,-75.59221757699017,,,Yes
CASH3007,CASH3007,OC Dollar Plus,203 Philadelphia Ave,Ocean City,MD,21842,206,Route 206 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.32763673022289,-75.086462833599,2025-07-30,,Yes
CASH3018,CASH3018,Crown Gas and Diesel Station,"28768 Ocean Gtwy,",Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.33852689121973,-75.59021559762324,,,Yes
CASH3027,CASH3027,Friendly Grocery,2819 E Madison St,Baltimore,MD,21205,206,Route 206 Driver,Baltimore City,Baltimore City,Baltimore City,39.28153673022289,-76.613762833599,,,Yes
WAW02419,WAW02419,WALMART 2419,18922 Rehoboth Mall Blvd Rehoboth,Beach,DE,19971,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.7272164,-75.1323889,,,Yes
CASH0041,CASH0041,Big Brother King Grocery,2400 Jefferson,St,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,38.2574083,-85.7912216,2026-03-02,,No
CASH0139,CASH0139,Family Food Deli,1543,Poplar,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.3058602,-76.6653086,2026-02-18,,No
CASH2222,CASH2222,Badan Grocery,1001 N Broadway,Baltimore,MD,21205,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.301991,-76.5941612,2026-02-26,,No
FLW02527,FLW02527,FOOD LION 2527,15201 WASHINGTON ST,HAYMARKET,VA,20169,209,Route 209 Driver,Unassigned,Unassigned,Unassigned,38.813361,-77.6389767,2025-08-12,,Yes
SFW07533,SFW07533,SHOPPERS FOOD WHSE 7533 CLOSING,1200 EASTERN BLVD,ESSEX,MD,21221,214,Route 214 Driver,Baltimore County,Baltimore County,Baltimore County,39.3154582,-76.4635203,2025-08-26,,Yes
CASH0353,CASH0353,Sg Convenience Store,1856 Wilkens Ave,Baltimore,MD,21223,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2823771,-76.6464382,2026-02-23,,No
CASH0374,CASH0374,Sunnys Food Market,1739 N Payson,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3086267,-76.649551,2026-02-23,2026-02-12,No
CASH0530,CASH0530,Basilica Place Cafe and Convenience,124 West Franklin St.,Baltimore,MD,21201,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2953943,-76.6175375,2026-02-23,,No
WAW03588,WAW03588,WALMART 3588,17041 Richmond Hwy,Dumfries,VA,22026,209,Route 208 Driver,Northern Virginia,Prince William County,Prince William County,38.5766154,-77.3123432,2026-02-23,,No
CASH3029,CASH3029,Cheriton Quick Mart,20194 Charles M Lankford Jr Memorial HWY,Cheriton,VA,23316,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,37.3046651,-75.967161,,,Yes
CASH3030,CASH3030,Cheriton Quick Mart,20194 Charles M Lankford Jr Memorial HWY,Cheriton,VA,23316,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,37.3046651,-75.967161,,,Yes
CASH3031,CASH3031,B & B Conv,13001 Lankford Hwy,Machipongo,VA,23405,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,37.4036234,-75.903877,,,Yes
CASH3032,CASH3032,B & B Conv,13001 Lankford Hwy,Machipongo,VA,23405,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,37.4036234,-75.903877,,,Yes
CASH0541,CASH0541,Blades BP,50 S. Market St,Blades,DE,19973,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.6321368,-75.6092274,,,Yes
CASH0005,CASH0005,7 Food Mart,300 N Eutaw St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2929377,-76.6213818,2026-03-02,,No
CASH0016,CASH0016,Absolute Mart,228 N Eutaw,St,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.290791,-76.620924,2026-03-02,,No
CASH0023,CASH0023,Almonte Market,2332 E Hoffman,St,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,35.4906823,-95.8415518,2026-02-03,,No
CASH0030,CASH0030,Avenue Mart,3134 E North,Ave,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,40.0651303,-83.0230278,2026-02-24,,No
CASH0032,CASH0032,Az Food Mart,1852 W Fayette St,Baltimore,MD,21201,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2896538,-76.6468763,2026-02-02,,No
CASH0054,CASH0054,Brooklyn Mart,817 E Patapsco,Ave,,,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.23636,-76.602109,2025-12-29,,No
CASH0088,CASH0088,Deli And Grocery Greenmou,2900 Greenmount Ave,Baltimore,MD,21218,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3236076,-76.6097078,2026-03-05,,No
CASH0131,CASH0131,Exxon Pimlico,5509 Parkheights Ave,Baltimore,MD,21215,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.29405256857405,-76.60743987995825,2026-02-12,2026-02-12,No
CASH0133,CASH0133,Exxon Reisterstown,6816 Reisterstown Rd,Baltimore,MD,21215,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3598124,-76.7069673,2026-01-27,,No
CASH0136,CASH0136,F And J Grocery Store,1345 Poplar St,Baltimore,MD,21216,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3033732,-76.6651874,2026-02-02,,No
CASH0141,CASH0141,Family Friends,3200 Normount Ave,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3022257,-76.6704501,2025-12-03,,Yes
CASH0147,CASH0147,Fayette Street Market,1852 W Fayette St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.28153673022289,-76.613762833599,2026-01-12,,No
CASH0175,CASH0175,Gourmet Deli & Grocery,3500 Pelham Ave,Baltimore,MD,21213,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.268226891219726,-76.60301559762324,2026-03-04,,No
CASH0248,CASH0248,M.R. Tobacco Shoppe,2436 E Monument St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.299421173985124,-76.58358849147756,,,Yes
CASH0249,CASH0249,Main Street,789 Washington Blvd,Baltimore,MD,21230,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.26803051898231,-76.58025307027273,2026-02-19,,No
CASH0257,CASH0257,Mariquita Deli Grocery,200 N Monroe St,Baltimore,MD,21223,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.32487199994035,-76.58327455756411,2026-02-12,2026-02-12,No
CASH0279,CASH0279,Momas Grocery Store,3322 Greenmount Ave,Baltimore,MD,21218,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.34988669168243,-76.6043684284668,2026-02-17,,No
CASH0281,CASH0281,Monument Grocery Store,2520 Monument St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.30468501451991,-76.67663553646992,2026-02-26,,No
CASH0295,CASH0295,Ok Grocery,753 E Preston St,Baltimore,MD,21202,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.35837308402775,-76.64389636963055,2026-02-26,,No
CASH0297,CASH0297,One Stop Calhoun Street,1702 N Calhoun St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.26269636839062,-76.68831510228367,2026-02-19,2026-02-12,No
CASH0329,CASH0329,Reisterstown Mobile,1509 Reisterstown Rd,Pikesville,MD,21208,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.37795256857405,-76.71773987995824,2025-11-03,,Yes
CASH0377,CASH0377,Super Save Super Market,2100 East Monument St,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.38902327511108,-76.62082841853201,2026-03-02,,No
CASH0397,CASH0397,Two Brothers Mart,3601 Breaks Ln,Baltimore,MD,21213,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.7172,2026-02-16,,No
CASH0419,CASH0419,Zenilbel Deli And Grocery,1939 E North Ave,Baltimore,MD,21213,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.380842280793196,-76.68159880290699,2025-07-08,,Yes
CASH0421,CASH0421,Razan Deli and Grocery,606 N Eutaw St,Baltimore,MD,21201,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.22592404699838,-76.71340697349754,,,Yes
CASH0431,CASH0431,Lucky 7 EZ Mart,4419 York Rd,Baltimore,MD,21212,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.34091421307219,-76.49024790170851,2026-02-04,,No
CASH0456,CASH0456,Bowleys,4818 Bowleys Ln,Baltimore,MD,21206,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.219899999999996,-76.4900904180664,2026-03-04,,No
CASH0506,CASH0506,Howard Smoke Shop,112 N. Howard St,Baltimore,MD,21201,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.141683270793926,-76.59262107116699,2026-02-19,,No
CASH0515,CASH0515,Fairhaven Mini Market,4015 Fairhaven Ave,Baltimore,MD,21226,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.45224581189626,-76.60513365924682,2025-11-25,,Yes
CASH0519,CASH0519,Mega Tobacco and Convenience,5211 York Rd,Baltimore,MD,21212,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.16400266688537,-76.50614004440172,2026-02-04,,No
CASH0521,CASH0521,Family Food Market,5129 Reisterstown Rd,Baltimore,MD,21215,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.443686496469844,-76.7007,2026-01-22,,No
CASH0527,CASH0527,OG Convenience and Smoke,8301 Harford Rd,Baltimore,MD,21234,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.23627295608923,-76.44053094886532,2026-01-21,,No
GS000001,GS000001,Geresbeck\,7931 Baltimore Annapolis Blvd,Glen Burnie,MD,21060,204,Route 204 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.16625256857405,-76.61993987995825,2025-10-30,2026-03-09,No
GS000002,GS000002,Geresbeck\,8489 Fort Smallwood Rd,Pasadena,MD,21122,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.110952568574056,-76.56663987995825,2025-11-17,,Yes
GS000003,GS000003,Geresbeck\,2109 Eastern Blvd,Middle River,MD,21220,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.33795256857405,-76.43463987995825,2025-02-18,,Yes
IND00021,IND00021,Charming Grocery Store,1600 Druid Hill Ave,Baltimore,MD,21212,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.11279809467146,-76.54755819291145,2025-07-08,,Yes
WAW02009,WAW02009,WALMART 2009,401 Constant Friendship Blvd,Abingdon,MD,21009,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.46545256857405,-76.28103987995824,2025-01-29,,Yes
WAW02045,WAW02045,WALMART 2045,8118 PERRY HILLS ROAD,NOTTINGHAM,MD,21236,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.384052568574056,-76.48573987995825,2025-02-18,,Yes
WAW02233,WAW02233,WALMART 2233,"7400 Guilford Dr,",Frederick,MD,21704,204,Route 204 Driver,Frederick County,Frederick County,Frederick County,39.41795256857405,-77.40573987995825,2025-01-23,,Yes
WAW02279,WAW02279,WALMART 2279,6721 CHESAPEAKE CENTER DR,GLEN BURNIE,MD,21060,204,Route 204 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.15871771432346,-76.61021111260567,2025-07-28,,Yes
WAW02577,WAW02577,WALMART 2577,1 Frankel Way,Cockeysville,MD,21030,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.484852568574055,-76.63903987995825,2025-08-27,,Yes
WMW00070,WMW00070,WEIS MARKETS 070,2294 Blue Water Blvd City,Odenton,MD,21113,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.08765256857406,-76.69533987995825,2025-05-08,,Yes
WMW00086,WMW00086,WEIS MARKETS 086,165 Orville Road,Essex,MD,21221,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.312952568574055,-76.47003987995825,2024-11-11,,Yes
WMW00087,WMW00087,WEIS MARKETS 087,9613 Harford Road,Parkville,MD,21234,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.38075256857405,-76.53493987995824,2025-08-20,,Yes
WMW00089,WMW00089,WEIS MARKETS 089,1080 Maiden Choice Ln,Baltimore,MD,21229,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.123408493729045,-76.71858532245267,2025-04-14,,Yes
WMW00123,WMW00123,WEIS MARKETS 123,4126 E JOPPA RD,NOTTINGHAM,MD,21236-2223,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.37651771432346,-76.47601111260566,2025-04-16,,Yes
WMW00294,WMW00294,WEIS MARKETS 294,9251 LAKESIDE BLVD,OWINGS MILLS,MD,21117-3859,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.42355256857405,-76.77583987995826,2025-05-12,,Yes
